OBJECTNUMMER;Straatvaknummer;Loopruimte;Walkability_algemeen;Drukte_algemeen;Walkability_recreatief;Drukte_recreatief;Walkability_toeristisch;Drukte_toeristisch;Walkability_werkgerelateerd;Drukte_werkgerelateerd;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
4763;4763;"zeer ruim";"goed";"druk";"matig";"zeer druk";"matig";"zeer druk";"goed";"druk";"LINESTRING(4.873215 52.339707,4.873272 52.33969)";"LINESTRING(52.339707 4.873215,52.33969 4.873272)";4.8732435;52.3396985;
4764;4764;"krap";"matig";"druk";"matig";"druk";"matig";"druk";"slecht";"zeer druk";"LINESTRING(4.882683 52.373229,4.882733 52.373767,4.882702 52.373792)";"LINESTRING(52.373229 4.882683,52.373767 4.882733,52.373792 4.882702)";4.882708;52.3735105;
4765;4765;"ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"druk";"matig";"zeer druk";"LINESTRING(4.889116 52.352402,4.889073 52.352419,4.889012 52.352392,4.888889 52.352373,4.888622 52.352346,4.887495 52.352186,4.887374 52.352185,4.887317 52.352162,4.886906 52.352117,4.886873 52.352102)";"LINESTRING(52.352402 4.889116,52.352419 4.889073,52.352392 4.889012,52.352373 4.888889,52.352346 4.888622,52.352186 4.887495,52.352185 4.887374,52.352162 4.887317,52.352117 4.886906,52.352102 4.886873)";4.8879945;52.3522605;
4766;4766;"zeer ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.890835 52.372748,4.890915 52.372732,4.891332 52.37276,4.891785 52.37276,4.891884 52.372822)";"LINESTRING(52.372748 4.890835,52.372732 4.890915,52.37276 4.891332,52.37276 4.891785,52.372822 4.891884)";4.8913595;52.372777;
4767;4767;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.852513 52.344159,4.852566 52.34421,4.85258 52.34427)";"LINESTRING(52.344159 4.852513,52.34421 4.852566,52.34427 4.85258)";4.8525465;52.3442145;
4768;4768;"zeer krap";"slecht";"zeer druk";"slecht";"zeer druk";"matig";"rustig";"matig";"rustig";"LINESTRING(4.85212 52.370173,4.852111 52.370193)";"LINESTRING(52.370173 4.85212,52.370193 4.852111)";4.8521155;52.370183;
4769;4769;"ruim";"matig";"druk";"matig";"druk";"matig";"druk";"matig";"druk";"LINESTRING(4.862412 52.375269,4.859946 52.374973,4.859751 52.374925)";"LINESTRING(52.375269 4.862412,52.374973 4.859946,52.374925 4.859751)";4.8610815;52.375097;
4770;4770;"ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.890353 52.373285,4.890295 52.373273,4.890116 52.373279,4.889877 52.3733,4.889823 52.373316)";"LINESTRING(52.373285 4.890353,52.373273 4.890295,52.373279 4.890116,52.3733 4.889877,52.373316 4.889823)";4.890088;52.3732945;
4771;4771;"ruim";"matig";"druk";"goed";"rustig";"goed";"rustig";"matig";"zeer druk";"LINESTRING(4.875848 52.355198,4.875848 52.355162,4.875903 52.35513,4.875904 52.355082,4.876051 52.354912,4.876072 52.354859)";"LINESTRING(52.355198 4.875848,52.355162 4.875848,52.35513 4.875903,52.355082 4.875904,52.354912 4.876051,52.354859 4.876072)";4.87596;52.3550285;
4772;4772;"ruim";"matig";"druk";"goed";"rustig";"goed";"rustig";"matig";"zeer druk";"LINESTRING(4.916205 52.359642,4.914828 52.359281)";"LINESTRING(52.359642 4.916205,52.359281 4.914828)";4.9155165;52.3594615;
4773;4773;"krap";"goed";"rustig";"goed";"rustig";"goed";"zeer rustig";"goed";"zeer rustig";"LINESTRING(4.869752 52.386486,4.869752 52.386522,4.869698 52.386526,4.86958 52.386593)";"LINESTRING(52.386486 4.869752,52.386522 4.869752,52.386526 4.869698,52.386593 4.86958)";4.869666;52.3865395;
4774;4774;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"rustig";"uitstekend";"rustig";"LINESTRING(4.897082 52.362413,4.89716 52.362427,4.897179 52.362448)";"LINESTRING(52.362413 4.897082,52.362427 4.89716,52.362448 4.897179)";4.8971305;52.3624305;
4775;4775;"krap";"slecht";"zeer druk";"matig";"druk";"matig";"druk";"slecht";"zeer druk";"LINESTRING(4.894796 52.370113,4.894543 52.369345)";"LINESTRING(52.370113 4.894796,52.369345 4.894543)";4.8946695;52.369729;
4776;4776;"zeer ruim";"uitstekend";"rustig";"uitstekend";"rustig";"goed";"druk";"uitstekend";"rustig";"LINESTRING(4.904435 52.366131,4.904555 52.366154,4.904641 52.366102,4.904732 52.366091,4.904754 52.366116,4.90472 52.366149,4.904734 52.366165,4.90464 52.366311)";"LINESTRING(52.366131 4.904435,52.366154 4.904555,52.366102 4.904641,52.366091 4.904732,52.366116 4.904754,52.366149 4.90472,52.366165 4.904734,52.366311 4.90464)";4.9045945;52.366201;
4777;4777;"zeer ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.903381 52.367217,4.903364 52.367164,4.90325 52.367125)";"LINESTRING(52.367217 4.903381,52.367164 4.903364,52.367125 4.90325)";4.9033155;52.367171;
4778;4778;"krap";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"LINESTRING(4.889933 52.379455,4.889939 52.37943,4.889845 52.379309)";"LINESTRING(52.379455 4.889933,52.37943 4.889939,52.379309 4.889845)";4.889892;52.379382;
4779;4779;"zeer ruim";"goed";"zeer druk";"goed";"druk";"uitstekend";"zeer rustig";"goed";"zeer druk";"LINESTRING(4.91615 52.371834,4.916126 52.371826)";"LINESTRING(52.371834 4.91615,52.371826 4.916126)";4.916138;52.37183;
4780;4780;"zeer krap";"slecht";"druk";"slecht";"druk";"slecht";"zeer druk";"goed";"zeer rustig";"LINESTRING(4.880894 52.375177,4.880865 52.375236,4.880827 52.375259)";"LINESTRING(52.375177 4.880894,52.375236 4.880865,52.375259 4.880827)";4.8808605;52.375218;
4781;4781;"krap";"matig";"druk";"matig";"druk";"slecht";"zeer druk";"matig";"druk";"LINESTRING(4.898339 52.373932,4.898557 52.373875)";"LINESTRING(52.373932 4.898339,52.373875 4.898557)";4.898448;52.3739035;
4782;4782;"ruim";"matig";"druk";"matig";"druk";"matig";"druk";"matig";"druk";"LINESTRING(4.883284 52.384416,4.883181 52.384413,4.883144 52.3844,4.882936 52.384101,4.882924 52.38405)";"LINESTRING(52.384416 4.883284,52.384413 4.883181,52.3844 4.883144,52.384101 4.882936,52.38405 4.882924)";4.883104;52.384233;
4783;4783;"krap";"matig";"druk";"matig";"rustig";"matig";"rustig";"slecht";"zeer druk";"LINESTRING(4.874039 52.361372,4.874042 52.361319,4.874004 52.361255,4.873921 52.361196,4.873812 52.361149)";"LINESTRING(52.361372 4.874039,52.361319 4.874042,52.361255 4.874004,52.361196 4.873921,52.361149 4.873812)";4.873927;52.3612605;
4784;4784;"krap";"matig";"druk";"matig";"rustig";"matig";"rustig";"matig";"druk";"LINESTRING(4.892645 52.360084,4.895901 52.359888,4.895988 52.359895)";"LINESTRING(52.360084 4.892645,52.359888 4.895901,52.359895 4.895988)";4.8943165;52.359986;
4785;4785;"krap";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"LINESTRING(4.89633 52.361548,4.896346 52.361539)";"LINESTRING(52.361548 4.89633,52.361539 4.896346)";4.896338;52.3615435;
4786;4786;"krap";"matig";"druk";"goed";"rustig";"goed";"zeer rustig";"slecht";"zeer druk";"LINESTRING(4.917873 52.361374,4.917772 52.361787,4.91775 52.361802)";"LINESTRING(52.361374 4.917873,52.361787 4.917772,52.361802 4.91775)";4.9178115;52.361588;
4787;4787;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.890358 52.343985,4.890419 52.343939)";"LINESTRING(52.343985 4.890358,52.343939 4.890419)";4.8903885;52.343962;
4788;4788;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"rustig";"uitstekend";"rustig";"LINESTRING(4.897618 52.362336,4.897769 52.362286)";"LINESTRING(52.362336 4.897618,52.362286 4.897769)";4.8976935;52.362311;
4789;4789;"zeer ruim";"goed";"druk";"goed";"zeer druk";"goed";"zeer druk";"goed";"zeer druk";"LINESTRING(4.899761 52.380435,4.89978 52.38039,4.899845 52.380366,4.89991 52.380416,4.899897 52.380451,4.899802 52.380491)";"LINESTRING(52.380435 4.899761,52.38039 4.89978,52.380366 4.899845,52.380416 4.89991,52.380451 4.899897,52.380491 4.899802)";4.8998355;52.3804285;
4790;4790;"krap";"goed";"rustig";"goed";"rustig";"matig";"druk";"matig";"druk";"LINESTRING(4.873284 52.339794,4.873312 52.339813,4.873303 52.339908,4.873333 52.33993)";"LINESTRING(52.339794 4.873284,52.339813 4.873312,52.339908 4.873303,52.33993 4.873333)";4.8733085;52.339862;
4791;4791;"krap";"matig";"druk";"matig";"druk";"goed";"rustig";"slecht";"zeer druk";"LINESTRING(4.882811 52.374524,4.88285 52.374782,4.883064 52.375026,4.883107 52.375099)";"LINESTRING(52.374524 4.882811,52.374782 4.88285,52.375026 4.883064,52.375099 4.883107)";4.882959;52.3748115;
4792;4792;"zeer ruim";"goed";"druk";"goed";"druk";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.874729 52.386725,4.874851 52.386708)";"LINESTRING(52.386725 4.874729,52.386708 4.874851)";4.87479;52.3867165;
4793;4793;"ruim";"goed";"druk";"goed";"druk";"goed";"druk";"matig";"zeer druk";"LINESTRING(4.907905 52.35752,4.907936 52.35755,4.907987 52.357549,4.909199 52.3578,4.909547 52.357584,4.909707 52.357566)";"LINESTRING(52.35752 4.907905,52.35755 4.907936,52.357549 4.907987,52.3578 4.909199,52.357584 4.909547,52.357566 4.909707)";4.908806;52.35766;
4794;4794;"krap";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"rustig";"goed";"zeer rustig";"LINESTRING(4.897428 52.362506,4.897454 52.362536,4.897496 52.362543,4.89755 52.362526)";"LINESTRING(52.362506 4.897428,52.362536 4.897454,52.362543 4.897496,52.362526 4.89755)";4.897489;52.3625245;
4795;4795;"ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"druk";"LINESTRING(4.89242 52.363621,4.892182 52.362973)";"LINESTRING(52.363621 4.89242,52.362973 4.892182)";4.892301;52.363297;
4796;4796;"zeer krap";"matig";"rustig";"matig";"rustig";"slecht";"druk";"slecht";"druk";"LINESTRING(4.905306 52.362166,4.905212 52.362144)";"LINESTRING(52.362166 4.905306,52.362144 4.905212)";4.905259;52.362155;
4797;4797;"ruim";"matig";"druk";"matig";"zeer druk";"matig";"druk";"matig";"druk";"LINESTRING(4.891318 52.352627,4.8913 52.352687,4.891464 52.352724)";"LINESTRING(52.352627 4.891318,52.352687 4.8913,52.352724 4.891464)";4.891382;52.3526755;
4798;4798;"zeer ruim";"goed";"zeer druk";"goed";"zeer druk";"goed";"zeer druk";"goed";"zeer druk";"LINESTRING(4.890013 52.340783,4.890234 52.340812)";"LINESTRING(52.340783 4.890013,52.340812 4.890234)";4.8901235;52.3407975;
4799;4799;"ruim";"goed";"druk";"goed";"rustig";"goed";"druk";"matig";"zeer druk";"LINESTRING(4.882918 52.357081,4.882933 52.357131,4.883361 52.357654,4.883553 52.35793)";"LINESTRING(52.357081 4.882918,52.357131 4.882933,52.357654 4.883361,52.35793 4.883553)";4.8832355;52.3575055;
4800;4800;"zeer krap";"slecht";"zeer druk";"matig";"rustig";"slecht";"druk";"slecht";"zeer druk";"LINESTRING(4.902428 52.369198,4.902476 52.369225,4.90247 52.369241,4.902827 52.369564)";"LINESTRING(52.369198 4.902428,52.369225 4.902476,52.369241 4.90247,52.369564 4.902827)";4.9026275;52.369381;
4801;4801;"zeer ruim";"goed";"druk";"goed";"zeer druk";"uitstekend";"rustig";"uitstekend";"rustig";"LINESTRING(4.922354 52.360823,4.922412 52.360822)";"LINESTRING(52.360823 4.922354,52.360822 4.922412)";4.922383;52.3608225;
4802;4802;"krap";"matig";"druk";"matig";"druk";"matig";"druk";"matig";"druk";"LINESTRING(4.909358 52.367124,4.908651 52.366365)";"LINESTRING(52.367124 4.909358,52.366365 4.908651)";4.9090045;52.3667445;
4803;4803;"krap";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"goed";"zeer rustig";"LINESTRING(4.869641 52.387107,4.869674 52.387128,4.869763 52.387134)";"LINESTRING(52.387107 4.869641,52.387128 4.869674,52.387134 4.869763)";4.869702;52.3871205;
4804;4804;"zeer ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.919433 52.346148,4.919489 52.346086,4.919529 52.346087,4.919212 52.346663,4.919168 52.346727,4.919066 52.346776,4.919035 52.346736,4.919063 52.346685)";"LINESTRING(52.346148 4.919433,52.346086 4.919489,52.346087 4.919529,52.346663 4.919212,52.346727 4.919168,52.346776 4.919066,52.346736 4.919035,52.346685 4.919063)";4.919282;52.346431;
4805;4805;"zeer ruim";"uitstekend";"rustig";"goed";"druk";"uitstekend";"rustig";"uitstekend";"rustig";"LINESTRING(4.922455 52.361062,4.922437 52.361012,4.922566 52.360956)";"LINESTRING(52.361062 4.922455,52.361012 4.922437,52.360956 4.922566)";4.9225015;52.361009;
4806;4806;"krap";"goed";"rustig";"goed";"rustig";"matig";"druk";"goed";"rustig";"LINESTRING(4.89829 52.36996,4.898143 52.369976,4.89806 52.369875)";"LINESTRING(52.36996 4.89829,52.369976 4.898143,52.369875 4.89806)";4.898175;52.3699255;
4807;4807;"ruim";"goed";"rustig";"goed";"rustig";"matig";"druk";"goed";"rustig";"LINESTRING(4.881776 52.357764,4.883251 52.357893)";"LINESTRING(52.357764 4.881776,52.357893 4.883251)";4.8825135;52.3578285;
4808;4808;"krap";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"matig";"druk";"LINESTRING(4.889585 52.376974,4.88954 52.376977,4.888275 52.377411,4.888248 52.377438)";"LINESTRING(52.376974 4.889585,52.376977 4.88954,52.377411 4.888275,52.377438 4.888248)";4.8889165;52.377206;
4809;4809;"krap";"goed";"zeer rustig";"goed";"zeer rustig";"matig";"rustig";"matig";"rustig";"LINESTRING(4.880097 52.366673,4.880048 52.366733)";"LINESTRING(52.366673 4.880097,52.366733 4.880048)";4.8800725;52.366703;
4810;4810;"krap";"slecht";"zeer druk";"slecht";"zeer druk";"goed";"rustig";"matig";"druk";"LINESTRING(4.852939 52.364452,4.852909 52.364405)";"LINESTRING(52.364452 4.852939,52.364405 4.852909)";4.852924;52.3644285;
4811;4811;"ruim";"matig";"zeer druk";"matig";"zeer druk";"uitstekend";"zeer rustig";"matig";"zeer druk";"LINESTRING(4.874508 52.378765,4.874508 52.378765)";"LINESTRING(52.378765 4.874508,52.378765 4.874508)";4.874508;52.378765;
4812;4812;"zeer ruim";"uitstekend";"rustig";"goed";"druk";"matig";"zeer druk";"goed";"druk";"LINESTRING(4.881734 52.363729,4.881755 52.36377,4.881695 52.363833,4.88165 52.363839)";"LINESTRING(52.363729 4.881734,52.36377 4.881755,52.363833 4.881695,52.363839 4.88165)";4.8817025;52.363784;
4813;4813;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.886607 52.379188,4.886645 52.379172)";"LINESTRING(52.379188 4.886607,52.379172 4.886645)";4.886626;52.37918;
4814;4814;"ruim";"goed";"druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.870445 52.370756,4.870426 52.370345)";"LINESTRING(52.370756 4.870445,52.370345 4.870426)";4.8704355;52.3705505;
4815;4815;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.88265 52.379811,4.882649 52.379811)";"LINESTRING(52.379811 4.88265,52.379811 4.882649)";4.8826495;52.379811;
4816;4816;"zeer krap";"matig";"rustig";"matig";"rustig";"slecht";"druk";"matig";"rustig";"LINESTRING(4.879924 52.365267,4.879982 52.365286,4.880061 52.365288)";"LINESTRING(52.365267 4.879924,52.365286 4.879982,52.365288 4.880061)";4.8799925;52.3652775;
4817;4817;"zeer ruim";"goed";"druk";"goed";"druk";"goed";"druk";"goed";"druk";"LINESTRING(4.874716 52.372053,4.875383 52.37221,4.8754 52.372234)";"LINESTRING(52.372053 4.874716,52.37221 4.875383,52.372234 4.8754)";4.875058;52.3721435;
4818;4818;"krap";"matig";"druk";"matig";"druk";"slecht";"zeer druk";"goed";"zeer rustig";"LINESTRING(4.890376 52.344479,4.890404 52.344446,4.890389 52.34441)";"LINESTRING(52.344479 4.890376,52.344446 4.890404,52.34441 4.890389)";4.89039;52.3444445;
4819;4819;"ruim";"goed";"druk";"goed";"druk";"uitstekend";"zeer rustig";"goed";"druk";"LINESTRING(4.884281 52.376727,4.884419 52.376739,4.884653 52.376793)";"LINESTRING(52.376727 4.884281,52.376739 4.884419,52.376793 4.884653)";4.884467;52.37676;
4820;4820;"zeer ruim";"uitstekend";"rustig";"uitstekend";"rustig";"uitstekend";"rustig";"goed";"druk";"LINESTRING(4.884152 52.356773,4.885034 52.356702)";"LINESTRING(52.356773 4.884152,52.356702 4.885034)";4.884593;52.3567375;
4821;4821;"zeer ruim";"uitstekend";"rustig";"goed";"druk";"goed";"druk";"goed";"druk";"LINESTRING(4.889046 52.373137,4.889061 52.373112)";"LINESTRING(52.373137 4.889046,52.373112 4.889061)";4.8890535;52.3731245;
4822;4822;"ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.871774 52.367716,4.872032 52.36735)";"LINESTRING(52.367716 4.871774,52.36735 4.872032)";4.871903;52.367533;
4823;4823;"krap";"slecht";"zeer druk";"matig";"druk";"matig";"druk";"slecht";"zeer druk";"LINESTRING(4.900507 52.370746,4.900473 52.370744,4.900307 52.370787,4.90027 52.370807,4.900262 52.370835,4.900106 52.370877,4.90023 52.371061,4.900221 52.371095)";"LINESTRING(52.370746 4.900507,52.370744 4.900473,52.370787 4.900307,52.370807 4.90027,52.370835 4.900262,52.370877 4.900106,52.371061 4.90023,52.371095 4.900221)";4.9003065;52.3709195;
4824;4824;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"rustig";"uitstekend";"rustig";"uitstekend";"rustig";"LINESTRING(4.886119 52.357744,4.886032 52.357745,4.885837 52.357774,4.885824 52.357786,4.884583 52.357952)";"LINESTRING(52.357744 4.886119,52.357745 4.886032,52.357774 4.885837,52.357786 4.885824,52.357952 4.884583)";4.885351;52.357848;
4825;4825;"ruim";"matig";"zeer druk";"matig";"druk";"matig";"druk";"matig";"zeer druk";"LINESTRING(4.896206 52.370492,4.896156 52.370507)";"LINESTRING(52.370492 4.896206,52.370507 4.896156)";4.896181;52.3704995;
4826;4826;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"rustig";"uitstekend";"rustig";"LINESTRING(4.897079 52.362182,4.897034 52.362141)";"LINESTRING(52.362182 4.897079,52.362141 4.897034)";4.8970565;52.3621615;
4827;4827;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.915092 52.370976,4.915006 52.370987)";"LINESTRING(52.370976 4.915092,52.370987 4.915006)";4.915049;52.3709815;
4828;4828;"ruim";"matig";"druk";"matig";"druk";"matig";"druk";"matig";"druk";"LINESTRING(4.876587 52.365653,4.876688 52.365681,4.876785 52.365688,4.877377 52.365862,4.877422 52.365893,4.877798 52.36599)";"LINESTRING(52.365653 4.876587,52.365681 4.876688,52.365688 4.876785,52.365862 4.877377,52.365893 4.877422,52.36599 4.877798)";4.8771925;52.3658215;
4829;4829;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.912887 52.370891,4.912851 52.370916)";"LINESTRING(52.370891 4.912887,52.370916 4.912851)";4.912869;52.3709035;
4830;4830;"ruim";"matig";"zeer druk";"matig";"zeer druk";"goed";"rustig";"matig";"zeer druk";"LINESTRING(4.889303 52.352439,4.88928 52.352422)";"LINESTRING(52.352439 4.889303,52.352422 4.88928)";4.8892915;52.3524305;
4831;4831;"ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.925062 52.35993,4.924486 52.359789)";"LINESTRING(52.35993 4.925062,52.359789 4.924486)";4.924774;52.3598595;
4832;4832;"krap";"matig";"druk";"matig";"druk";"slecht";"zeer druk";"matig";"druk";"LINESTRING(4.885388 52.365443,4.8854 52.365394,4.885521 52.36532,4.885517 52.365306,4.886606 52.36464)";"LINESTRING(52.365443 4.885388,52.365394 4.8854,52.36532 4.885521,52.365306 4.885517,52.36464 4.886606)";4.885997;52.3650415;
4833;4833;"ruim";"goed";"druk";"matig";"zeer druk";"matig";"zeer druk";"goed";"rustig";"LINESTRING(4.920729 52.362877,4.920865 52.362906,4.921128 52.362931,4.921155 52.362919,4.921337 52.362957,4.921385 52.362943,4.921561 52.362962,4.921596 52.36298,4.921705 52.362973)";"LINESTRING(52.362877 4.920729,52.362906 4.920865,52.362931 4.921128,52.362919 4.921155,52.362957 4.921337,52.362943 4.921385,52.362962 4.921561,52.36298 4.921596,52.362973 4.921705)";4.921217;52.3629285;
4834;4834;"ruim";"goed";"rustig";"goed";"druk";"goed";"druk";"goed";"druk";"LINESTRING(4.879926 52.357572,4.879832 52.357384,4.879635 52.357318,4.879617 52.357282,4.879527 52.357253)";"LINESTRING(52.357572 4.879926,52.357384 4.879832,52.357318 4.879635,52.357282 4.879617,52.357253 4.879527)";4.8797265;52.3574125;
4835;4835;"krap";"matig";"rustig";"matig";"rustig";"goed";"zeer rustig";"matig";"rustig";"LINESTRING(4.915813 52.360209,4.91581 52.36026,4.915578 52.36065,4.915532 52.360676)";"LINESTRING(52.360209 4.915813,52.36026 4.91581,52.36065 4.915578,52.360676 4.915532)";4.9156725;52.3604425;
4836;4836;"zeer ruim";"matig";"zeer druk";"matig";"zeer druk";"goed";"druk";"matig";"zeer druk";"LINESTRING(4.891686 52.366672,4.891783 52.366729,4.892207 52.366704,4.892797 52.366706)";"LINESTRING(52.366672 4.891686,52.366729 4.891783,52.366704 4.892207,52.366706 4.892797)";4.8922415;52.3667005;
4837;4837;"ruim";"goed";"druk";"goed";"druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.887053 52.368798,4.887175 52.370226)";"LINESTRING(52.368798 4.887053,52.370226 4.887175)";4.887114;52.369512;
